customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
10467-FKBA,Male,0,Yes,Yes,62,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.43,3388.55,Yes
10468-ACOS,Female,0,Yes,No,46,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,82.76,3762.83,Yes
10469-PHRI,Female,0,No,Yes,52,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,71.08,3674.83,Yes
10470-LMZN,Male,1,No,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),28.04,1726.83,No
10471-NCUB,Female,0,No,No,71,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,78.02,5459.94,No
10472-RZNA,Female,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,22.46,1187.78,No
10473-IADQ,Female,1,No,No,66,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),97.47,6366.26,Yes
10474-IARQ,Male,0,Yes,Yes,70,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,72.6,4991.77,No
10475-BHOG,Male,0,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,74.44,966.95,Yes
10476-FVRB,Female,1,No,No,37,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Mailed check,65.11,2362.13,No
10477-JVVS,Female,0,No,No,26,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),84.65,2160.61,No
10478-ZMRS,Male,0,No,No,69,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),79.0,5516.59,No
10479-CSSC,Female,1,No,Yes,54,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),99.59,5505.85,Yes
10480-NQEX,Female,0,Yes,No,64,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),94.63,6103.29,No
10481-JBTB,Male,0,No,No,26,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),87.04,2298.76,Yes
10482-FBFZ,Female,1,No,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.95,1429.80,No
10483-ZIYE,Male,0,Yes,No,6,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,64.79,395.06,Yes
10484-NGAK,Male,0,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),23.8,1666.51,No
10485-RQJE,Male,0,Yes,No,17,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),94.53,1618.24,No
10486-DUBJ,Male,0,No,No,38,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,99.9,3684.59,Yes
10487-SHZP,Female,0,No,Yes,52,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),51.5,2628.87,No
10488-DRTS,Male,0,No,No,54,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,68.53,3742.50,Yes
10489-KWFP,Female,1,Yes,No,16,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),78.39,1228.00,Yes
10490-YVLB,Male,0,Yes,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.05,1047.72,No
10491-RVWK,Female,0,No,No,39,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),108.99,4195.15,Yes
10492-SKJU,Male,0,Yes,Yes,56,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),52.53,2913.46,No
10493-FHIV,Female,1,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.25,428.99,No
10494-BUIG,Female,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,1002.78,No
10495-NWGJ,Female,0,Yes,Yes,45,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,85.52,3886.81,No
10496-SDIP,Male,0,Yes,No,55,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,70.01,3867.22,No
10497-FUNM,Male,0,No,Yes,64,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.97,4891.34,Yes
10498-CVBH,Male,1,Yes,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.53,645.19,No
10499-CYZC,Male,1,Yes,No,32,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,64.98,2077.46,Yes
10500-XVKR,Male,0,No,No,58,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Mailed check,61.73,3549.69,No
10501-ADHK,Female,0,No,Yes,57,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),93.61,5473.23,No
10502-VFTX,Male,0,No,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),96.39,6227.39,Yes
10503-ZTPG,Male,0,No,No,40,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),66.72,2740.10,Yes
10504-PRCI,Male,0,No,No,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,96.73,4419.04,Yes
10505-NKKE,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.82,93.95,No
10506-GVWH,Female,0,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.47,833.11,No
10507-PWDZ,Female,1,No,Yes,18,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),59.38,1091.67,No
10508-ORBF,Male,0,No,No,62,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.69,1392.70,No
10509-UNJX,Male,0,Yes,No,9,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.1,797.47,Yes
10510-JUZQ,Female,0,Yes,Yes,57,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),58.89,3334.15,No
10511-PLKY,Female,0,Yes,No,61,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,70.31,4400.65,No
10512-DISO,Male,0,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.27,620.62,No
10513-VQCJ,Male,0,Yes,Yes,49,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,No,Mailed check,64.96,3197.87,No
10514-TYSU,Male,0,No,No,42,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),63.28,2678.47,No
10515-LYTW,Female,0,No,No,50,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,91.62,4612.31,No
10516-QHEY,Male,1,Yes,No,50,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,97.92,4998.15,Yes
10517-BLAZ,Female,1,Yes,No,19,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),71.53,1345.39,Yes
10518-YNQS,Female,0,Yes,No,50,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,89.17,4365.30,No
10519-PQJJ,Female,0,No,No,65,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,91.45,5946.98,Yes
10520-JNYE,Female,0,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,20.6,486.89,No
10521-CEWU,Male,0,Yes,Yes,23,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),94.26,2131.42,No
10522-KLQW,Female,1,Yes,No,22,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,81.1,1794.02,Yes
10523-VRQH,Male,1,No,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.79,1331.41,No
10524-WKJX,Male,0,Yes,No,64,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),72.82,4658.24,No
10525-CVTK,Male,0,No,No,26,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,91.66,2424.14,Yes
10526-KVRU,Male,0,No,No,68,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,68.21,4670.27,No
10527-WLCU,Male,0,No,No,55,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,89.54,4870.45,No
10528-FDSH,Male,1,No,Yes,29,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,49.64,1477.06,No
10529-KQUP,Male,0,Yes,No,60,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.6,5361.33,Yes
10530-UPRM,Male,0,Yes,Yes,66,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,59.13,3891.33,No
10531-GAGR,Male,0,No,No,63,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),88.72,5716.17,No
10532-SGFY,Male,0,Yes,No,34,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,68.4,2319.26,No
10533-HUHM,Female,0,No,No,16,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Mailed check,88.82,1443.46,Yes
10534-ZVOS,Male,1,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),90.08,1167.02,No
10535-KZJK,Male,0,Yes,No,60,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),95.65,5741.75,No
10536-AIXT,Male,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,19.65,1061.68,No
10537-SQWX,Male,0,No,Yes,52,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,81.58,4293.42,Yes
10538-SJAP,Female,0,No,Yes,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),105.02,429.01,No
10539-ETGU,Female,0,No,No,70,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),73.9,5142.94,Yes
10540-IHLD,Female,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,26.88,238.72,No
10541-HDWB,Female,0,No,Yes,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),27.22,1170.74,Yes
10542-FPVU,Male,0,Yes,No,68,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),91.46,6120.70,No
10543-OEKD,Female,0,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.52,342.38,No
10544-IEGD,Male,0,No,No,38,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),64.33,2450.61,No
10545-HQFG,Female,1,No,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.63,1635.34,No
10546-TFTZ,Male,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),99.96,1946.19,No
10547-MVIU,Female,0,No,Yes,8,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),76.95,603.32,No
10548-OVZW,Male,0,Yes,Yes,35,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,94.35,3208.73,Yes
10549-LBWT,Female,0,Yes,No,58,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),58.97,3501.56,No
10550-EHGR,Male,0,Yes,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),25.96,1076.86,No
10551-TPMA,Female,0,No,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.25,599.92,No
10552-IWXB,Female,0,Yes,Yes,47,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),91.79,4423.67,No
10553-NDKQ,Female,0,No,No,4,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,71.74,294.36,Yes
10554-DJMY,Male,0,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),22.83,604.52,No
10555-CYLK,Male,1,Yes,Yes,64,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.01,1245.70,No
10556-ZVYX,Female,0,Yes,Yes,28,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,93.35,2661.08,No
10557-MSSA,Male,1,Yes,No,70,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),78.99,5411.16,No
10558-XWWR,Male,0,No,Yes,40,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,90.12,3693.94,Yes
10559-PMKD,Male,1,No,No,68,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,58.2,3936.80,Yes
10560-WKLI,Male,0,No,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.19,1011.07,No
10561-GFEL,Male,0,Yes,No,31,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),74.12,2362.67,No
10562-XHNP,Male,0,No,No,67,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),60.66,4051.30,No
10563-ZTOH,Female,0,No,No,20,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,73.48,1489.60,No
10564-EJVK,Female,0,Yes,Yes,29,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.24,2552.90,Yes
10565-MCXV,Male,0,No,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),102.89,5543.83,Yes
10566-YVNF,Male,0,No,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.12,1305.25,No
10567-WNCU,Male,0,No,No,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.25,253.76,No
10568-ZTGN,Female,0,No,Yes,72,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),58.47,4149.81,No
10569-JLKB,Male,0,No,No,32,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,67.44,2143.75,No
10570-LIXO,Female,0,Yes,Yes,25,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.43,2281.15,Yes
10571-TGCZ,Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),21.43,215.10,No
10572-BBGW,Female,0,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.96,49.24,No
10573-XGBQ,Male,0,Yes,Yes,41,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,82.16,3285.06,Yes
10574-PLVY,Female,0,No,No,44,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,82.01,3713.67,Yes
10575-NMQV,Female,0,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.42,141.66,No
10576-GZXJ,Female,0,Yes,No,66,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,86.25,5536.52,No
10577-CJPG,Female,0,No,No,40,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.03,3238.54,Yes
10578-BEBS,Female,0,No,No,4,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),70.12,285.39,Yes
10579-TOON,Male,0,No,No,61,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,53.58,3174.14,No
10580-OZUY,Female,0,No,No,15,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,66.99,1031.29,No
10581-CKRQ,Female,0,Yes,No,49,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,83.39,4127.78,Yes
10582-VMTD,Male,0,No,No,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,102.24,5157.87,Yes
10583-VGDM,Male,0,No,No,59,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.61,4508.42,Yes
10584-YXNZ,Female,0,No,No,59,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),97.15,5801.32,No
10585-CJEA,Male,0,Yes,No,71,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),74.03,5199.89,No
10586-YFZS,Male,0,Yes,Yes,7,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),67.63,472.49,No
10587-OYEG,Female,0,No,No,27,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,62.98,1712.50,Yes
10588-NGKK,Female,1,Yes,Yes,27,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),88.87,2352.03,Yes
10589-VIRT,Female,0,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,27.36,771.03,No
10590-JCZN,Male,0,No,No,18,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,83.32,1513.25,No
10591-HTUD,Male,0,No,No,17,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,66.54,1104.94,No
10592-VGVA,Female,0,No,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,26.67,1887.74,No
10593-YZCX,Female,1,No,Yes,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Mailed check,98.46,6433.25,No
10594-UUGS,Male,0,No,No,50,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.04,3681.38,No
10595-ENGT,Male,0,No,No,40,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),72.68,2976.66,No
10596-OOQI,Male,0,No,No,35,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,69.2,2486.77,No
10597-AFOG,Female,0,No,No,50,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,68.2,3477.97,No
10598-HJPD,Male,0,No,Yes,63,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),89.07,5756.94,No
10599-CWRY,Female,0,Yes,No,31,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),92.17,2902.53,Yes
10600-YABR,Male,1,Yes,No,39,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,50.73,2035.58,No
10601-AGPQ,Female,1,No,Yes,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.07,1723.54,No
10602-FUDT,Male,0,No,No,66,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),73.37,4763.76,No
10603-AKFY,Female,1,No,Yes,17,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,93.74,1572.40,Yes
10604-ZFQM,Female,0,No,Yes,18,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,54.49,953.85,Yes
10605-TQXL,Male,0,No,Yes,15,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,No,Mailed check,58.49,868.42,No
10606-VAZV,Male,1,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.7,164.12,Yes
10607-PXNR,Female,0,No,No,51,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,67.23,3497.53,Yes
10608-DKPH,Female,0,No,Yes,31,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),63.25,1929.63,No
10609-JACN,Female,0,Yes,No,3,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,75.49,221.00,Yes
10610-WAYC,Female,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,30.92,471.44,No
10611-MMNL,Female,0,No,No,39,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.53,3782.09,No
10612-IQSU,Female,0,No,Yes,61,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,58.0,3627.08,No
10613-WNSQ,Male,0,Yes,Yes,48,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,59.6,2890.19,No
10614-GPGY,Female,0,Yes,Yes,39,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),105.08,3993.92,Yes
10615-CQJQ,Male,0,No,No,14,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),58.27,839.73,No
10616-YNCV,Male,0,No,No,21,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,81.49,1761.34,Yes
10617-PXGI,Male,0,No,Yes,57,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,67.77,3803.07,No
10618-VHVU,Male,0,Yes,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),22.75,1240.53,No
10619-YZSG,Male,0,No,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.48,1315.55,No
10620-DDVS,Female,0,Yes,Yes,38,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,70.42,2681.30,No
10621-CESQ,Male,0,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.33,359.54,No
10622-PUHH,Male,1,Yes,Yes,37,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),102.68,3824.27,Yes
10623-PVZB,Male,0,No,Yes,65,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.25,1164.09,No
10624-IQMS,Female,0,No,No,14,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),91.64,1278.48,Yes
10625-OQGA,Female,0,Yes,No,61,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.36,5534.67,No
10626-MOVQ,Female,0,No,No,72,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),100.27,7145.69,No
10627-RPSN,Male,0,No,No,60,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,93.25,5475.03,Yes
10628-VRSY,Female,0,No,No,48,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),88.19,4194.94,No
10629-GUZB,Female,0,No,No,30,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,83.7,2572.85,Yes
10630-LHZC,Male,1,No,No,62,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),99.69,6315.28,Yes
10631-VFSG,Female,0,Yes,No,12,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,61.4,717.73,Yes
10632-EREZ,Male,0,Yes,Yes,55,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),87.17,4683.50,No
10633-QHBM,Female,0,No,No,29,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,46.93,1326.40,No
10634-DSWG,Female,1,No,Yes,37,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.56,1923.16,No
10635-RABF,Male,1,No,No,34,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Mailed check,86.82,2938.61,No
10636-RAYT,Female,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),87.57,85.18,No
10637-MGIR,Male,0,No,No,72,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),74.33,5345.84,Yes
